Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
wizard + ash,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + life,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
volcano + swamp,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
human + dust,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
algae + allergy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
life + allergy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
river + allergy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
allergy + water,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
human + lava,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
wizard + lava,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
mud + life,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
algae + river,1,0,1,7,5,2,14,0,50,50,0:100,0.0,0.29,False
allergy + ash,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
wizard + mountain,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
air + wizard,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
wizard + energy,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
swamp + mud,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
wizard + geyser,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
life + energy,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
human + allergy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
swamp + wizard,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
geyser + mountain,1,1,0,14,10,4,7,10,0,10,100:0,inf,1.0,False
swamp + allergy,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
plant + life,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
human + plant,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,True
farmer + wizard,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
plant + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,True
earth + wheat,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
geyser + wheat,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
water + wheat,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
river + wheat,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
wheat + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
farmer + human,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
farmer + algae,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
farmer + earth,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,True
wheat + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
river + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
energy + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
field + algae,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
field + mud,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
life + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mountain + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mud + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
energy + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
water + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
rain + field,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
grass + river,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
dew + earth,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
dew + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mud + dew,1,1,0,15,5,10,7,20,0,20,100:0,inf,0.33,False
life + dew,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
grass + wheat,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
allergy + rain,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
allergy + farmer,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
dust + life,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
wizard + human,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
wheat + wizard,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
river + plankton,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
water + plankton,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
life + fire,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
life + air,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,True
sky + earth,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,True
horizon + earth,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
atomic bomb + steam,1,0,1,19,12,7,5,0,14,14,0:100,0.0,0.37,False
horizon + brick,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
brick + gunpowder,1,0,1,34,23,11,3,0,9,9,0:100,0.0,0.32,False
sky + earthquake,1,1,0,17,10,7,6,10,0,10,100:0,inf,1.0,False
earthquake + gunpowder,1,0,1,31,20,11,3,0,9,9,0:100,0.0,0.35,False
air + horizon,1,1,0,18,9,9,6,11,0,11,100:0,inf,1.0,False
rain + gunpowder,1,0,1,58,42,16,2,0,6,6,0:100,0.0,0.28,False
brick + sky,1,1,0,21,15,6,5,7,0,7,100:0,inf,1.0,False
horizon + water,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
geyser + earthquake,1,0,1,32,16,16,3,0,6,6,0:100,0.0,1.0,False
river + volcano,1,1,0,13,11,2,8,9,0,9,100:0,inf,1.0,False
earthquake + river,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
air + sea,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,False
house + water,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
mountain range + water,1,1,0,9,7,2,11,14,0,14,100:0,inf,1.0,False
tobacco + flower,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
sky + lava,1,0,1,36,27,9,3,0,11,11,0:100,0.0,0.25,False
steam + sky,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
sky + geyser,1,1,0,12,6,6,8,17,0,17,100:0,inf,1.0,False
horizon + geyser,1,1,0,4,1,3,25,100,0,100,100:0,inf,0.25,False
energy + horizon,1,0,1,15,6,9,7,0,11,11,0:100,0.0,1.0,False
brick + horizon,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
horizon + gunpowder,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
air + pond,1,1,0,11,4,7,9,25,0,25,100:0,inf,0.36,False
fire + garden,1,1,0,29,17,12,3,6,0,6,100:0,inf,1.0,False
pond + energy,1,0,1,9,3,6,11,0,17,17,0:100,0.0,1.0,False
pond + rain,1,1,0,11,4,7,9,25,0,25,100:0,inf,0.36,False
garden + rain,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,False
cloud + garden,1,1,0,12,6,6,8,17,0,17,100:0,inf,1.0,False
flower + garden,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
energy + day,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
day + cloud,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
garden + day,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
rain + day,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
plant + day,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
pressure + pond,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
garden + house,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
house + grass,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,True
sun + city,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
flood + sea,1,0,1,33,22,11,3,0,9,9,0:100,0.0,0.33,False
flood + pond,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
rain + flood,1,1,0,36,24,12,3,4,0,4,100:0,inf,1.0,False
day + village,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
house + swamp,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
flower + village,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
sea + village,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
house + plant,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
day + grass,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
village + sun,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
day + city,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
volcano + village,1,1,0,14,8,6,7,12,0,12,100:0,inf,1.0,False
volcano + grass,1,1,0,23,15,8,4,7,0,7,100:0,inf,1.0,False
salt + volcano,1,1,0,16,10,6,6,10,0,10,100:0,inf,1.0,False
flower + volcano,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
lava + ash,1,1,0,30,21,9,3,5,0,5,100:0,inf,1.0,False
ash + volcano,1,1,0,30,21,9,3,5,0,5,100:0,inf,1.0,False
swamp + garden,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
steam + stone,1,0,1,57,35,22,2,0,5,5,0:100,0.0,0.39,False
water + storm,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
fire + storm,1,1,0,26,17,9,4,6,0,6,100:0,inf,1.0,False
water + horizon,1,1,0,18,9,9,6,11,0,11,100:0,inf,1.0,False
horizon + air,1,0,1,18,9,9,6,0,11,11,0:100,0.0,1.0,False
fire + river,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
dust + electricity,1,1,0,15,9,6,7,11,0,11,100:0,inf,1.0,False
geyser + electricity,1,0,1,8,4,4,12,0,25,25,0:100,0.0,1.0,False
stone + wind,1,0,1,36,17,19,3,0,5,5,0:100,0.0,1.0,True
sand + steam,1,0,1,24,12,12,4,0,8,8,0:100,0.0,1.0,False
ash + beach,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
steam + beach,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
beach + fire,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
clay + river,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
beach + earth,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
sand + ash,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
electricity + earthquake,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
stone + clay,1,0,1,4,3,1,25,0,100,100,0:100,0.0,0.25,False
geyser + clay,1,0,1,2,1,1,50,0,100,100,0:100,0.0,1.0,False
clay + lava,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
beach + mountain,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
geyser + stone,1,0,1,24,11,13,4,0,8,8,0:100,0.0,1.0,False
stone + gunpowder,1,0,1,24,18,6,4,0,17,17,0:100,0.0,0.25,False
lava + glass,1,1,0,12,6,6,8,17,0,17,100:0,inf,1.0,False
gunpowder + glass,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
cloud + beach,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
atmosphere + earth,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
water + atmosphere,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
volcano + wall,1,1,0,16,9,7,6,11,0,11,100:0,inf,1.0,False
pressure + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
house + geyser,1,1,0,10,5,5,10,20,0,20,100:0,inf,1.0,False
rain + atmosphere,1,0,1,21,14,7,5,0,14,14,0:100,0.0,0.33,False
ocean + flood,1,1,0,26,16,10,4,6,0,6,100:0,inf,1.0,False
lava + isle,1,1,0,11,6,5,9,17,0,17,100:0,inf,1.0,False
wind + ocean,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,True
village + sea,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
isle + wave,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
wave + ocean,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
village + flood,1,0,1,18,11,7,6,0,14,14,0:100,0.0,0.39,False
archipelago + wind,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
isle + energy,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
wind + tsunami,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
ocean + geyser,1,1,0,18,9,9,6,11,0,11,100:0,inf,1.0,False
sea + geyser,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
geyser + wave,1,1,0,6,3,3,17,33,0,33,100:0,inf,1.0,False
hurricane + tsunami,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
obsidian + hurricane,1,0,1,31,17,14,3,0,7,7,0:100,0.0,0.45,False
wall + tsunami,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
geyser + village,1,0,1,10,5,5,10,0,20,20,0:100,0.0,1.0,False
wave + stone,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
stone + pressure,1,0,1,21,12,9,5,0,11,11,0:100,0.0,0.43,False
village + mud,1,1,0,22,15,7,5,7,0,7,100:0,inf,1.0,False
stone + brick,1,1,0,27,15,12,4,7,0,7,100:0,inf,1.0,False
stone + mud,1,0,1,46,27,19,2,0,5,5,0:100,0.0,0.41,False
dune + wind,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
dune + earthquake,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
volcano + dune,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
air + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
mud + dune,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
dune + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
geyser + dune,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
dune + stone,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
ocean + dune,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
wave + sand,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
wave + dune,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
geyser + tsunami,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
fire + wave,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
obsidian + wave,1,0,1,7,4,3,14,0,33,33,0:100,0.0,0.43,False
aquarium + glass,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
sea + aquarium,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
air + aquarium,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
sand + glass,1,1,0,12,6,6,8,17,0,17,100:0,inf,1.0,True
hourglass + pressure,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
mud + glass,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
isle + glasses,1,1,0,2,2,0,50,50,0,50,100:0,nan,1.0,False
air + glass,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
glasses + atmosphere,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
sand + energy,1,0,1,24,12,12,4,0,8,8,0:100,0.0,1.0,True
sandstorm + wind,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
dust + grass,1,0,1,25,14,11,4,0,9,9,0:100,0.0,0.44,False
dew + water,1,0,1,16,5,11,6,0,9,9,0:100,0.0,1.0,False
gunpowder + dew,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
dew + dust,1,0,1,10,4,6,10,0,17,17,0:100,0.0,1.0,False
beach + algae,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
wind + sand,1,0,1,21,9,12,5,0,8,8,0:100,0.0,1.0,True
water + dune,1,0,1,11,5,6,9,0,17,17,0:100,0.0,1.0,False
dune + earth,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
dune + beach,1,1,0,7,3,4,14,33,0,33,100:0,inf,0.43,False
stone + cloud,1,1,0,29,19,10,3,5,0,5,100:0,inf,1.0,False
stone + sand,1,1,0,25,13,12,4,8,0,8,100:0,inf,1.0,True
sandstone + dust,1,1,0,4,1,3,25,100,0,100,100:0,inf,0.25,False
atmosphere + brick,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
sand + fire,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,True
aquarium + water,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
aquarium + sandstone,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
sand + aquarium,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
earth + aquarium,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
atmosphere + aquarium,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
cloud + aquarium,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
pressure + aquarium,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
brick + aquarium,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
aquarium + sea,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
ocean + aquarium,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
salt + aquarium,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
salt + glass,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
pressure + volcano,1,0,1,29,19,10,3,0,10,10,0:100,0.0,0.34,False
salt + sand,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
obsidian + glass,1,1,0,10,5,5,10,20,0,20,100:0,inf,1.0,False
energy + desert,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
oasis + lava,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
sandstone + water,1,1,0,5,1,4,20,100,0,100,100:0,inf,0.2,False
sandstone + brick,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
tsunami + earthquake,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
desert + tsunami,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
algae + cloud,1,0,1,16,8,8,6,0,12,12,0:100,0.0,1.0,False
cotton + water,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
cotton + lava,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
algae + cotton,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
brick + cotton,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
moss + air,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
brick + moss,1,0,1,4,2,2,25,0,50,50,0:100,0.0,1.0,False
fire + moss,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
cotton + cotton,1,0,1,5,2,3,20,0,33,33,0:100,0.0,1.0,False
water + moss,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
moss + moss,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
house + garden,1,0,1,12,7,5,8,0,20,20,0:100,0.0,0.42,False
house + flood,1,0,1,19,11,8,5,0,12,12,0:100,0.0,0.42,False
obsidian + wall,1,1,0,23,15,8,4,7,0,7,100:0,inf,1.0,False
lava + moss,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
moss + mud,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
storm + village,1,1,0,4,4,0,25,25,0,25,100:0,nan,1.0,False
wall + coal,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
air + house,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
plant + tobacco,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
energy + grass,1,0,1,29,16,13,3,0,8,8,0:100,0.0,0.45,False
grass + air,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,False
tobacco + dust,1,0,1,29,15,14,3,0,7,7,0:100,0.0,0.48,False
tobacco + steam,1,0,1,36,18,18,3,0,6,6,0:100,0.0,1.0,False
grass + mountain,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
gunpowder + mountain,1,1,0,13,10,3,8,10,0,10,100:0,inf,1.0,False
mountain + algae,1,1,0,12,8,4,8,12,0,12,100:0,inf,1.0,False
garden + pond,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
pond + algae,1,0,1,10,3,7,10,0,14,14,0:100,0.0,1.0,False
mountain + pond,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
volcano + algae,1,1,0,31,17,14,3,6,0,6,100:0,inf,1.0,False
garden + algae,1,0,1,21,11,10,5,0,10,10,0:100,0.0,0.48,False
plant + pond,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
stone + tobacco,1,0,1,17,10,7,6,0,14,14,0:100,0.0,0.41,False
air + garden,1,0,1,29,17,12,3,0,8,8,0:100,0.0,0.41,False
rain + flower,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
flower + plant,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
geyser + garden,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
geyser + flower,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
earth + flower,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
grass + wind,1,0,1,19,8,11,5,0,9,9,0:100,0.0,1.0,False
mountain + grass,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
fire + flower,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
wind + flower,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
metal + gunpowder,1,0,1,14,10,4,7,0,25,25,0:100,0.0,0.29,True
brick + bullet,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
gun + metal,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
water + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
air + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
grass + cloud,1,1,0,17,8,9,6,12,0,12,100:0,inf,0.47,False
grass + swamp,1,0,1,17,12,5,6,0,20,20,0:100,0.0,0.29,False
swamp + volcano,1,1,0,16,11,5,6,9,0,9,100:0,inf,1.0,False
blade + swamp,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
bullet + blade,1,0,1,5,3,2,20,0,50,50,0:100,0.0,0.4,False
mud + tobacco,1,0,1,36,16,20,3,0,5,5,0:100,0.0,1.0,False
swamp + lava,1,0,1,22,15,7,5,0,14,14,0:100,0.0,0.32,False
flower + grass,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
mud + flower,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
water + flower,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
gunpowder + flower,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
garden + dust,1,1,0,20,11,9,5,9,0,9,100:0,inf,1.0,False
metal + water,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
earth + gun,1,1,0,7,6,1,14,17,0,17,100:0,inf,1.0,False
plant + scissors,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
flower + scissors,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
scissors + blade,1,0,1,7,3,4,14,0,25,25,0:100,0.0,1.0,False
lava + blade,1,0,1,13,6,7,8,0,14,14,0:100,0.0,1.0,False
gunpowder + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
fire + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
lava + bullet,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
flower + cloud,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
gun + sword,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,True
bayonet + sword,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
gun + bayonet,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
sword + blade,1,1,0,7,3,4,14,33,0,33,100:0,inf,0.43,False
plant + stone,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,True
moss + obsidian,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
scissors + moss,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
flower + moss,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
moss + stone,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
moss + fire,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
garden + moss,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
bayonet + blade,1,1,0,2,1,1,50,100,0,100,100:0,inf,1.0,False
volcano + sword,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
mud + horizon,1,1,0,16,8,8,6,12,0,12,100:0,inf,1.0,False
atmosphere + tobacco,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
flood + atmosphere,1,0,1,12,8,4,8,0,25,25,0:100,0.0,0.33,False
atmosphere + plant,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
atmosphere + obsidian,1,1,0,15,9,6,7,11,0,11,100:0,inf,1.0,False
tobacco + stone,1,1,0,17,10,7,6,10,0,10,100:0,inf,1.0,False
atmosphere + garden,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
sea + obsidian,1,0,1,38,24,14,3,0,7,7,0:100,0.0,0.37,False
fog + brick,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
pressure + mud,1,0,1,51,33,18,2,0,6,6,0:100,0.0,0.35,False
air + desert,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
desert + flood,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
boiler + sea,1,0,1,3,1,2,33,0,50,50,0:100,0.0,1.0,False
earth + boiler,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
beach + boiler,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
boiler + boiler,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
boiler + stone,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
beach + air,1,1,0,13,8,5,8,12,0,12,100:0,inf,1.0,False
beach + wind,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,True
dune + energy,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
dune + air,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
dune + electricity,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
fire + electricity,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
wire + energy,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
dune + boiler,1,1,0,3,1,2,33,100,0,100,100:0,inf,0.33,False
beach + sea,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
sea + wire,1,0,1,8,3,5,12,0,20,20,0:100,0.0,1.0,False
wire + flood,1,1,0,6,1,5,17,100,0,100,100:0,inf,0.17,False
desert + sea,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
